"indicator","base-per","Unit","Date","Value"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2021M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2022M8","5.03"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2014M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2015M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2016M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2017M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2018M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2019M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2020M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M8","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M9","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M10","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M11","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2021M12","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M1","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M2","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M3","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M4","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M5","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M6","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M7","23.41"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights","Not Applicable","Weight","2022M8","23.41"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2014M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M10","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M11","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2015M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M10","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M11","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2016M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M10","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M11","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2017M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M10","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M11","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2018M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M10","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M11","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2019M12","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M1","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M2","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M3","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M4","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M5","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M6","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M7","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M8","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M9","2.93"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights","Not Applicable","Weight","2020M10","2.93"
